,总价,单价,所在区域,小区名称,房屋类型,所在楼层,建筑面积,户型结构,建筑类型,房屋朝向,装修情况,配备电梯
2693,49,6695,云龙区,绿地世纪城七期,2室1厅1厨1卫,高楼层,73.19,平层,板塔结合,南 北,其他,有
2694,40,7427,云龙区,绿苑花园,2室1厅1厨1卫,高楼层,53.86,平层,板塔结合,南,精装,有
2695,118,12113,云龙区,云龙紫荆园,3室1厅1厨1卫,高楼层,97.42,平层,板楼,南,其他,有
2696,25,7813,云龙区,云龙华府二期,1室0厅0厨1卫,中楼层,32,平层,板塔结合,北,简装,有
2697,39.9,8642,云龙区,新沙后小区,2室1厅1厨1卫,低楼层,46.17,平层,板楼,东 西,简装,无
2698,295,21460,云龙区,华润橡树湾,3室2厅1厨2卫,低楼层,137.47,平层,板楼,南,其他,有
2699,126,15052,云龙区,景染名居,2室2厅1厨1卫,中楼层,83.71,平层,板塔结合,南,简装,有
2701,85,12020,云龙区,荣盛香榭兰庭,2室1厅1厨1卫,中楼层,70.72,平层,板塔结合,南,其他,有
2702,83,17537,云龙区,千里巷,1室1厅1厨1卫,高楼层,47.33,平层,板塔结合,西 北,精装,无
2703,93,9584,云龙区,新生供电小区,3室2厅1厨1卫,高楼层,97.04,平层,板塔结合,南 北,精装,有
2704,205,18982,云龙区,汉御花园,2室2厅1厨1卫,高楼层,108,平层,板塔结合,南 北,简装,无
2705,57,6127,云龙区,帝都大厦,1室1厅1厨1卫,低楼层,93.04,平层,板塔结合,南,简装,有
2707,98,15465,云龙区,彭城路308号,2室1厅1厨1卫,高楼层,63.37,平层,板塔结合,南,简装,无
2708,96,6207,云龙区,帝都大厦,3室1厅1厨1卫,低楼层,154.68,平层,板塔结合,南,简装,有
2709,92,18696,云龙区,艺波小区,1室1厅1厨1卫,高楼层,49.21,平层,板楼,南,其他,无
2710,130,13565,云龙区,世茂东都天城,3室2厅1厨1卫,中楼层,95.84,平层,板塔结合,南,精装,有
2711,60,8448,云龙区,顺河南小区,2室2厅1厨1卫,中楼层,71.03,平层,板塔结合,南,其他,无
2712,125,22539,云龙区,民生巷小区,2室1厅1厨1卫,中楼层,55.46,平层,板楼,南,精装,无
2713,169,17039,云龙区,地王大厦,2室1厅1厨1卫,高楼层,99.19,平层,板塔结合,南 北,精装,无
2715,30,6968,云龙区,古槐园一期,1室1厅1厨1卫,中楼层,43.06,平层,板楼,南,简装,无
2716,118,13426,云龙区,协鑫和平上东,2室2厅1厨1卫,低楼层,87.89,平层,板塔结合,南,简装,有
2717,51,7959,云龙区,建国小区,2室1厅1厨1卫,中楼层,64.08,平层,板塔结合,南,其他,无
2718,69,8764,云龙区,日成奥运城小区,1室2厅1厨1卫,中楼层,78.74,平层,板楼,南,精装,有
2719,115,13084,云龙区,和平上东翰园,2室1厅1厨1卫,低楼层,87.9,平层,板楼,南,精装,有
2721,163,11846,云龙区,绿地世纪城五期,3室2厅1厨2卫,中楼层,137.6,平层,板楼,南,精装,有
2722,160,12915,云龙区,世茂东都天城,3室2厅1厨2卫,中楼层,123.89,平层,板塔结合,南 北,其他,有
2723,59,13857,云龙区,苏园里小区,2室0厅1厨1卫,高楼层,42.58,平层,板楼,南 北,其他,无
2724,84,9879,云龙区,建国小区,3室1厅1厨1卫,低楼层,85.03,平层,板塔结合,南 北,简装,无
2725,140,14145,云龙区,荣盛香榭兰庭,3室2厅1厨1卫,高楼层,98.98,平层,板塔结合,南,精装,有
2726,114,10271,云龙区,民祥园,3室2厅1厨1卫,中楼层,111,平层,板塔结合,南 北,其他,无
2727,140,15874,云龙区,地王大厦,2室2厅1厨1卫,低楼层,88.2,平层,板塔结合,南,其他,无
2731,180,17822,云龙区,中心名宅,2室2厅1厨1卫,低楼层,101,平层,板楼,东,简装,有
2732,75,8548,云龙区,圆梦花园,2室2厅1厨1卫,高楼层,87.74,平层,板楼,南,其他,无
2733,126,13203,云龙区,荣盛香榭兰庭,3室2厅1厨1卫,高楼层,95.44,平层,板塔结合,南,简装,有
2734,69.5,8374,云龙区,民富园小区(云龙区),2室2厅1厨1卫,低楼层,83,平层,板塔结合,西南,简装,无
2735,58,11023,云龙区,苏园里小区,2室1厅1厨1卫,中楼层,52.62,平层,板楼,东,其他,无
2736,135,12514,云龙区,和平壹号三期,3室2厅1厨1卫,低楼层,107.88,平层,板塔结合,南,其他,有
2737,70,9921,云龙区,绿地世纪城五期,2室1厅1厨1卫,中楼层,70.56,平层,板塔结合,南,简装,有
2738,78,10611,云龙区,绿地世纪城五期,2室1厅1厨1卫,低楼层,73.51,平层,板塔结合,南,其他,有
2740,68,8342,云龙区,民富园小区(云龙区),2室2厅1厨1卫,高楼层,81.52,平层,板塔结合,南,精装,无
2741,146,12362,云龙区,绿地世纪城四期,3室2厅1厨1卫,中楼层,118.11,平层,板塔结合,南,其他,有
2742,70,7990,云龙区,民怡园,2室2厅1厨1卫,中楼层,87.61,平层,板塔结合,南 北,简装,无
2743,149,16228,云龙区,金洋紫金东郡,3室2厅1厨1卫,高楼层,91.82,平层,板塔结合,南,精装,有
2745,159,13872,云龙区,绿地世纪城四期,3室2厅1厨1卫,中楼层,114.62,平层,板塔结合,南 北,精装,有
2746,198,15448,云龙区,美的工润明湖,4室2厅1厨2卫,低楼层,128.18,平层,板楼,南,毛坯,有
2747,129,14430,云龙区,永嘉金色雅筑B区,2室2厅1厨1卫,高楼层,89.4,平层,板塔结合,南,简装,有
2748,120,14130,云龙区,银座东城丽景,2室2厅1厨1卫,高楼层,84.93,平层,板楼,南 北,其他,有
2749,183,19487,云龙区,华润橡树湾,3室2厅1厨1卫,高楼层,93.91,平层,板楼,南,精装,有
2750,490,31330,云龙区,香溪左岸北区,4室2厅1厨2卫,中楼层,156.4,平层,板楼,南,精装,有
2751,149,14210,云龙区,协鑫和平上东,3室2厅1厨1卫,中楼层,104.86,平层,板塔结合,南,其他,有
2752,107,11188,云龙区,绿地世纪城一期,2室2厅1厨1卫,低楼层,95.64,平层,板楼,南,其他,有
2753,190,17267,云龙区,香溪左岸北区,3室2厅1厨1卫,中楼层,110.04,平层,板塔结合,南,其他,有
2755,81,9362,云龙区,国泰·品山名邸,2室2厅1厨1卫,高楼层,86.52,平层,板塔结合,南,精装,有
2756,125,13889,云龙区,润金城二期,3室1厅1厨1卫,高楼层,90,平层,板塔结合,南,简装,有
2759,140,16193,云龙区,银座东城丽景,3室2厅1厨1卫,高楼层,86.46,平层,板楼,南,其他,有
2761,188,14563,云龙区,东方美地南区,3室2厅1厨2卫,低楼层,129.1,平层,板塔结合,南,其他,有
2762,133,16599,云龙区,银座东城丽景,2室2厅1厨1卫,中楼层,80.13,平层,板楼,南,精装,有
2764,158,15989,云龙区,和平上东四期,3室2厅1厨1卫,高楼层,98.82,平层,板楼,南,精装,有
2765,165,17678,云龙区,荣盛香榭兰庭,3室2厅1厨1卫,中楼层,93.34,平层,板塔结合,南,精装,有
2767,88,9369,云龙区,阳光花园(云龙区),2室1厅1厨1卫,高楼层,93.93,平层,板塔结合,南,精装,无
2769,80,9818,云龙区,民富园小区(云龙区),2室2厅1厨1卫,中楼层,81.49,平层,板塔结合,南,其他,无
2771,150,16760,云龙区,世茂东都天城,3室1厅1厨1卫,中楼层,89.5,平层,板塔结合,南,其他,有
2772,175,12370,云龙区,世茂东都天观,4室2厅1厨2卫,高楼层,141.48,平层,板楼,南,其他,有
2774,120,11058,云龙区,云龙紫荆园,3室2厅1厨1卫,中楼层,108.52,平层,板楼,南,其他,有
2775,148,17511,云龙区,开甲尚仕名邸北区,2室1厅1厨1卫,中楼层,84.52,平层,板塔结合,南,精装,有
2776,175,18560,云龙区,协鑫和平上东,3室1厅1厨1卫,高楼层,94.29,平层,板塔结合,南,其他,有
2779,165,14579,云龙区,荣盛香榭兰庭,3室2厅1厨2卫,低楼层,113.18,平层,板塔结合,南,其他,有
2780,35,8052,云龙区,民强南园,1室1厅1厨1卫,高楼层,43.47,平层,板塔结合,南,简装,无
2784,52,7062,云龙区,铁刹小区,2室2厅1厨1卫,高楼层,73.64,平层,板楼,南,简装,无
2785,18,11336,云龙区,提香湾,1室0厅1厨1卫,低楼层,15.88,平层,板塔结合,北,毛坯,有
2787,125,14218,云龙区,协鑫和平上东,2室2厅1厨1卫,高楼层,87.92,平层,板塔结合,南 北,精装,有
2788,83,8993,云龙区,子房美景花園,2室2厅1厨1卫,中楼层,92.3,平层,板塔结合,南,精装,无
2789,61,7056,云龙区,铁刹小区,2室2厅1厨1卫,低楼层,86.46,平层,板楼,南,简装,无
2790,129,13245,云龙区,东方美地南区,2室2厅1厨1卫,中楼层,97.4,平层,板塔结合,南 北,精装,有
2791,90,13941,云龙区,世茂东都天观,2室1厅1厨1卫,高楼层,64.56,平层,板楼,南,精装,有
2792,189,23804,云龙区,南郊中茵城,2室1厅1厨1卫,高楼层,79.4,平层,板塔结合,南,毛坯,有
2793,110,14587,云龙区,荣盛香榭兰庭,2室2厅1厨1卫,中楼层,75.41,平层,板塔结合,南,精装,有
2794,113,12879,云龙区,润金城一期,2室2厅1厨1卫,高楼层,87.74,平层,板楼,南,精装,有
2795,38,6153,云龙区,民富园小区(云龙区),2室1厅1厨1卫,高楼层,61.76,平层,板塔结合,南,简装,无
2796,39.5,7889,云龙区,黄山新村西区,2室1厅1厨1卫,中楼层,50.07,平层,板塔结合,南,简装,无
2799,105,12759,云龙区,绿地世纪城三期,2室1厅1厨1卫,高楼层,82.3,平层,板楼,南,精装,无
2801,78,14037,云龙区,绿地世纪城五期,1室1厅1厨1卫,高楼层,55.57,平层,板塔结合,南,精装,有
2802,116,12644,云龙区,新锐领地,2室1厅1厨1卫,低楼层,91.75,平层,板塔结合,南,精装,有
2803,72,9131,云龙区,民怡园,2室1厅1厨1卫,中楼层,78.86,平层,板塔结合,南 北,精装,无
2804,130,14787,云龙区,协鑫和平上东,2室2厅1厨1卫,中楼层,87.92,平层,板塔结合,南 北,毛坯,有
2805,85,8121,云龙区,土山寺龙润小区,3室2厅1厨1卫,高楼层,104.67,平层,板塔结合,南 北,毛坯,无
2807,112,11842,云龙区,绿地世纪城四期,2室2厅1厨1卫,低楼层,94.58,平层,板塔结合,南,其他,有
2808,119,12444,云龙区,绿地世纪城一期,2室1厅1厨1卫,低楼层,95.63,平层,板楼,南,精装,有
2809,110,12692,云龙区,云龙华府一期,2室1厅1厨1卫,高楼层,86.67,平层,板塔结合,南,精装,有
2810,72,7822,云龙区,子房美景花園,2室2厅1厨1卫,高楼层,92.05,平层,板楼,南,简装,无
2812,165,14042,云龙区,绿地世纪城三期,3室2厅1厨2卫,低楼层,117.51,平层,板塔结合,南,精装,无
2813,225,16083,云龙区,万科尚都会,4室2厅1厨2卫,低楼层,139.9,平层,板塔结合,南,其他,有
2814,92,9431,云龙区,民富园小区(云龙区),2室2厅1厨1卫,低楼层,97.56,平层,板塔结合,南,其他,无
2816,110,11885,云龙区,尚景名庭,3室1厅1厨1卫,中楼层,92.56,平层,板塔结合,南,其他,有
2817,145,16194,云龙区,润金城二期,2室2厅1厨1卫,高楼层,89.54,平层,板塔结合,南,精装,有
2818,145,12040,云龙区,东方美地南区,3室2厅1厨1卫,中楼层,120.44,平层,板塔结合,南,精装,有
2820,96,10850,云龙区,金洋紫金东郡,2室2厅1厨1卫,低楼层,88.48,平层,板塔结合,南,简装,有
2821,165,16728,云龙区,正德君城,1室1厅1厨1卫,中楼层,98.64,平层,塔楼,东南 南,精装,有
2823,79.8,10134,云龙区,民怡园,2室2厅1厨1卫,低楼层,78.75,平层,板塔结合,南,其他,无
2826,165,21780,云龙区,东都华府,2室2厅1厨1卫,低楼层,75.76,平层,板楼,南 东北,精装,有
2827,285,20892,云龙区,万科翡翠之光,4室2厅1厨2卫,中楼层,136.42,平层,板楼,南,其他,有
2829,111,13484,云龙区,绿地世纪城三期,2室2厅1厨1卫,中楼层,82.32,平层,板塔结合,南,精装,无
2830,155,11071,云龙区,民富园小区(云龙区),4室2厅1厨1卫,低楼层,140.01,平层,板塔结合,南,其他,无
2831,84,13107,云龙区,世茂东都天观,1室1厅1厨1卫,中楼层,64.09,平层,板楼,南,简装,有
2834,100,11829,云龙区,四季雅园,3室1厅1厨1卫,中楼层,84.54,平层,板塔结合,南,精装,无
2835,146,16679,云龙区,银座东城丽景,2室1厅1厨1卫,低楼层,87.54,平层,板楼,南,简装,有
2836,262,18425,云龙区,红星·云龙金茂悦,4室2厅1厨2卫,高楼层,142.2,平层,塔楼,南 北,精装,有
2837,180,20239,云龙区,万科翡翠之光,3室2厅1厨1卫,中楼层,88.94,平层,板楼,南,其他,有
2838,122,14253,云龙区,金洋紫金东郡,2室2厅1厨1卫,高楼层,85.6,平层,板塔结合,南,其他,有
2839,192,17988,云龙区,万科翡翠之光,3室2厅1厨1卫,低楼层,106.74,平层,板楼,南,精装,有
2840,46,7773,云龙区,润金城一期,1室1厅1厨1卫,高楼层,59.18,平层,板塔结合,南,精装,有
2841,168,14015,云龙区,金洋紫金东郡,3室2厅1厨2卫,中楼层,119.88,平层,板塔结合,南,其他,有
2842,102,8251,云龙区,子房美景花園,3室2厅1厨1卫,低楼层,123.63,平层,板楼,南,其他,无
2843,146,16266,云龙区,永嘉金色雅筑B区,2室2厅1厨1卫,中楼层,89.76,平层,板楼,南,其他,有
2845,190,15075,云龙区,金洋紫金东郡,3室2厅1厨2卫,中楼层,126.04,平层,板塔结合,南 北,其他,有
2846,40,8222,云龙区,黄山新村西区,2室1厅1厨1卫,中楼层,48.65,平层,板楼,东,其他,无
2847,163,15713,云龙区,尚景园南区,3室2厅1厨1卫,中楼层,103.74,平层,板塔结合,南,其他,有
2848,230,15823,云龙区,世茂东都天城,4室2厅1厨2卫,高楼层,145.36,平层,板塔结合,南,其他,有
2850,145,14632,云龙区,荣盛香榭兰庭,3室2厅1厨1卫,中楼层,99.1,平层,板塔结合,南,精装,有
2851,139,10366,云龙区,日成奥运城小区,4室2厅1厨2卫,高楼层,134.1,平层,板塔结合,南,其他,有
2852,110,13297,云龙区,荣盛香榭兰庭,2室2厅1厨1卫,中楼层,82.73,平层,板塔结合,南,精装,有
2853,87,8016,云龙区,丰源大厦,2室2厅1厨1卫,高楼层,108.54,平层,板塔结合,南,其他,有
2855,104,12910,云龙区,云龙华府一期,2室1厅1厨1卫,中楼层,80.56,平层,板塔结合,南,精装,有
2860,155,14133,云龙区,和平上东四期,3室2厅1厨1卫,中楼层,109.68,平层,板塔结合,南,其他,有
2861,120,13843,云龙区,金洋紫金东郡,2室2厅1厨1卫,低楼层,86.69,平层,板塔结合,南,其他,有
2862,63,9293,云龙区,民祥园,2室2厅1厨1卫,中楼层,67.8,平层,板塔结合,北,其他,无
2863,198,15448,云龙区,美的工润明湖,4室2厅1厨2卫,低楼层,128.18,平层,板楼,南,毛坯,有
2864,135,11412,云龙区,绿地世纪城一期,3室1厅1厨1卫,高楼层,118.3,平层,板楼,南,精装,无
2866,162,15638,云龙区,绿地世纪城一期,3室2厅1厨1卫,低楼层,103.6,平层,板楼,南,其他,有
2867,79,9519,云龙区,民富园小区(云龙区),2室2厅1厨1卫,中楼层,83,平层,板塔结合,南,精装,无
2868,238,17019,云龙区,润金城一期,3室2厅1厨2卫,低楼层,139.85,平层,板楼,南,其他,有
2870,125,8602,云龙区,丰源大厦,3室2厅1厨2卫,高楼层,145.33,平层,板塔结合,南 北,简装,有
2871,99,7592,云龙区,民祥园,3室2厅1厨1卫,高楼层,130.41,复式,板塔结合,南,简装,无
2872,40,6835,云龙区,民富园小区(云龙区),2室1厅1厨1卫,高楼层,58.53,平层,板塔结合,南,简装,无
2873,100,12692,云龙区,尚景园南区,2室2厅1厨1卫,低楼层,78.79,平层,板塔结合,南 北,其他,有
2875,158,13256,云龙区,世茂东都天观,3室1厅1厨1卫,中楼层,119.2,平层,塔楼,南,简装,有
2876,159,14655,云龙区,世茂东都天城,3室2厅1厨1卫,高楼层,108.5,平层,板塔结合,南 北,其他,有
2878,90,8332,云龙区,民富园小区(云龙区),3室2厅1厨1卫,低楼层,108.03,平层,板塔结合,南,精装,无
2879,102,11691,云龙区,尚景园南区,3室1厅1厨1卫,高楼层,87.25,平层,板塔结合,南 北,其他,有
2880,79,8698,云龙区,阳光花园(云龙区),2室2厅1厨1卫,高楼层,90.83,平层,板塔结合,南,精装,无
2881,190,17267,云龙区,香溪左岸北区,3室2厅1厨1卫,中楼层,110.04,平层,板塔结合,南,其他,有
2882,147,15291,云龙区,华润橡树湾,3室2厅1厨1卫,中楼层,96.14,平层,板楼,南,其他,有
2883,125,13889,云龙区,润金城二期,3室1厅1厨1卫,高楼层,90,平层,板塔结合,南,简装,有
2884,490,31330,云龙区,香溪左岸北区,4室2厅1厨2卫,中楼层,156.4,平层,板楼,南,精装,有
2888,119,12444,云龙区,绿地世纪城一期,2室1厅1厨1卫,低楼层,95.63,平层,板楼,南,精装,有
2889,188,15315,云龙区,世茂东都天城,3室1厅1厨2卫,低楼层,122.76,平层,板塔结合,南,精装,有
2892,134,13719,云龙区,协鑫和平上东,3室2厅1厨1卫,低楼层,97.68,平层,板塔结合,西,其他,有
2893,210,14450,云龙区,世茂东都天城,4室2厅1厨2卫,高楼层,145.33,平层,板塔结合,南,精装,有
2894,50,8390,云龙区,东华园小区,2室2厅1厨1卫,中楼层,59.6,平层,板楼,南,其他,无
2896,155,14616,云龙区,和平壹号二期,3室2厅1厨1卫,中楼层,106.05,平层,板楼,南,其他,有
2897,155,11482,云龙区,世茂东都天观,3室1厅1厨2卫,中楼层,135,平层,板楼,南,其他,有
2899,117,13073,云龙区,世茂东都天城,3室2厅1厨1卫,高楼层,89.5,平层,板塔结合,南 北,精装,有
2906,58,7638,鼓楼区,鱼先生的社区,3室2厅1厨1卫,中楼层,75.94,平层,板楼,南,精装,有
2919,220,20818,鼓楼区,华润绿地凯旋门,3室2厅1厨1卫,高楼层,105.68,平层,板楼,南 北,其他,有
2921,75,4982,鼓楼区,城市花园南区,6室2厅1厨1卫,高楼层,150.57,跃层,板楼,南,简装,无
2922,129,8939,鼓楼区,华美生态园南区,4室2厅1厨2卫,高楼层,144.32,跃层,板楼,南,精装,无
2926,112,11232,鼓楼区,万科城,3室1厅1厨1卫,高楼层,99.72,平层,板塔结合,南,精装,有
2927,96,10875,鼓楼区,万科悦庭,3室1厅1厨1卫,低楼层,88.28,平层,板塔结合,南,精装,有
2928,120,10479,鼓楼区,华美生态园南区,3室2厅1厨1卫,低楼层,114.52,平层,板塔结合,南 北,精装,有
2930,186,17158,鼓楼区,风尚米蘭,3室1厅1厨1卫,中楼层,108.41,平层,塔楼,南,简装,有
2931,144,11833,鼓楼区,苏宁悦城,3室2厅1厨2卫,中楼层,121.7,平层,板楼,南,精装,有
2932,148,11383,鼓楼区,迎宾楼,5室1厅0厨1卫,中楼层,130.02,平层,板楼,南,简装,无
2934,150,12973,鼓楼区,怡康花园,3室1厅1厨1卫,低楼层,115.63,平层,板塔结合,南 北,精装,有
2935,110,11388,鼓楼区,水岸春天,3室2厅1厨1卫,中楼层,96.6,平层,板楼,南,精装,无
2940,141,12021,鼓楼区,华商清水湾西区,3室2厅1厨2卫,中楼层,117.3,平层,板楼,南,精装,无
2941,85,8170,鼓楼区,春华园A区,2室2厅1厨1卫,高楼层,104.04,平层,板楼,南 北,精装,有
2943,60,7318,鼓楼区,鱼先生的社区,3室2厅1厨1卫,低楼层,82,平层,板楼,南,精装,有
2944,99,10456,鼓楼区,宜居嘉园,3室1厅1厨1卫,中楼层,94.69,平层,板塔结合,南,精装,有
2945,131,8849,鼓楼区,永业世纪花园,3室2厅1厨2卫,中楼层,148.04,错层,板塔结合,南,精装,无
2946,105,11949,鼓楼区,万科悦庭,3室2厅1厨1卫,低楼层,87.88,平层,板塔结合,南,其他,有
2947,210,24660,鼓楼区,华润绿地凯旋门,2室1厅1厨1卫,低楼层,85.16,平层,板楼,南 北,毛坯,有
2949,105,7540,鼓楼区,煤建五处康馨社区,3室2厅1厨1卫,高楼层,139.27,平层,板塔结合,南,精装,无
2950,125.5,8416,鼓楼区,春华园A区,3室2厅1厨2卫,低楼层,149.13,错层,板楼,南 北,简装,有
2952,178,12002,鼓楼区,豪绅嘉苑,3室2厅1厨2卫,高楼层,148.31,复式,板楼,南 北,其他,有
2954,78,7660,鼓楼区,港利上城国际,3室2厅1厨1卫,中楼层,101.83,平层,板楼,南,毛坯,有
2955,92,9406,鼓楼区,万科橙郡,3室2厅1厨1卫,高楼层,97.81,平层,板楼,南,精装,有
2956,48,9566,鼓楼区,中环广场,2室1厅1厨1卫,低楼层,50.18,跃层,板楼,南,毛坯,有
2958,80,10652,鼓楼区,鼓楼花园,3室1厅1厨1卫,低楼层,75.11,平层,板塔结合,南 北,精装,无
2959,226,17808,鼓楼区,风尚米蘭,3室2厅1厨2卫,中楼层,126.91,平层,板塔结合,南 北,精装,有
2960,58.5,9371,鼓楼区,苹果新天地,3室1厅1厨2卫,高楼层,62.43,复式,板塔结合,南,精装,有
2961,145,12105,鼓楼区,万科城麓园,3室2厅1厨2卫,中楼层,119.79,平层,板塔结合,南,精装,有
2962,82,7415,鼓楼区,港利上城国际,3室1厅1厨1卫,中楼层,110.6,平层,板楼,南,毛坯,有
2964,88,9753,鼓楼区,万科城,3室2厅1厨1卫,中楼层,90.23,平层,板塔结合,南 北,精装,有
2966,145,9557,鼓楼区,豪绅嘉苑,4室2厅1厨2卫,高楼层,151.73,跃层,板楼,南,精装,有
2968,16,3940,鼓楼区,祥和小区,1室1厅1厨1卫,高楼层,40.61,平层,板塔结合,南,简装,无
2969,88,9988,鼓楼区,万科悦庭,3室2厅1厨1卫,低楼层,88.11,平层,板塔结合,南 北,精装,有
2971,100,11441,鼓楼区,锦绣山水北区,2室2厅1厨1卫,低楼层,87.41,平层,板塔结合,南,精装,有
2972,155,11827,鼓楼区,万科城,4室2厅1厨2卫,低楼层,131.06,平层,板塔结合,南,其他,有
2977,82,8806,鼓楼区,滨河花园(鼓楼区),3室0厅1厨1卫,低楼层,93.12,平层,板塔结合,南,简装,无
2980,135,13635,鼓楼区,水苑长桥,3室2厅1厨1卫,低楼层,99.01,平层,板塔结合,南,精装,无
2984,120,9475,鼓楼区,港利上城国际,3室2厅1厨2卫,中楼层,126.65,平层,板楼,南 北,毛坯,有
2986,245,21623,鼓楼区,华润绿地凯旋门,3室1厅1厨2卫,高楼层,113.31,平层,板楼,南 北,精装,有
2987,108,9367,鼓楼区,苏宁悦城,3室2厅1厨2卫,高楼层,115.31,平层,板楼,南 北,毛坯,有
2989,48,5678,鼓楼区,鱼先生的社区,2室2厅1厨1卫,中楼层,84.54,平层,板楼,南 北,简装,有
2991,135,10656,鼓楼区,和风雅致,3室2厅1厨2卫,高楼层,126.69,平层,板塔结合,南,其他,有
2993,133,8433,鼓楼区,永业世纪花园,4室2厅1厨2卫,高楼层,157.72,复式,板塔结合,南,其他,无
2994,143,12420,鼓楼区,滨湖城市花园,3室2厅1厨1卫,高楼层,115.14,平层,板塔结合,南 北,其他,无
2995,300,17219,鼓楼区,风尚米蘭,4室2厅1厨2卫,高楼层,174.23,平层,板塔结合,南 北,精装,有
2996,350,17473,鼓楼区,郡望花园北区,4室2厅1厨2卫,低楼层,200.31,跃层,板塔结合,南 北,其他,有
2999,58,8118,鼓楼区,老营盘小区,2室1厅1厨1卫,中楼层,71.45,平层,板塔结合,东,精装,无
3000,104,9068,鼓楼区,苏宁悦城,3室1厅1厨2卫,低楼层,114.69,平层,板塔结合,南 北,毛坯,有
3001,38,4850,鼓楼区,铜沛路99号,3室1厅1厨1卫,高楼层,78.36,平层,板塔结合,南 北,简装,无
3004,83,9429,鼓楼区,苏宁悦城,3室2厅1厨1卫,中楼层,88.03,平层,板楼,南,其他,有
3005,136,11814,鼓楼区,九里峰景B区,3室2厅1厨2卫,高楼层,115.12,平层,板楼,东,精装,无
3006,125,13355,鼓楼区,煌庭棕榈湾西区,3室2厅1厨1卫,高楼层,93.6,平层,板塔结合,南,精装,有
3007,385,12901,鼓楼区,华府天地,6室2厅1厨2卫,低楼层,298.44,复式,板楼,南,毛坯,有
3008,98.8,9016,鼓楼区,港利上城国际,3室2厅1厨1卫,低楼层,109.59,平层,板楼,南 北,其他,有
3009,95,9694,鼓楼区,水岸春天,2室1厅1厨1卫,中楼层,98,平层,板楼,南,精装,无
3010,109,10412,鼓楼区,和风雅致,3室2厅1厨2卫,中楼层,104.69,平层,板塔结合,南,简装,有
3011,32,7357,鼓楼区,中环广场,3室1厅1厨2卫,高楼层,43.5,复式,板楼,南,其他,有
3012,85,7377,鼓楼区,港利上城国际,3室2厅1厨1卫,中楼层,115.23,平层,板楼,南,毛坯,有
3013,112,8969,鼓楼区,郡望花园北区,3室2厅1厨1卫,中楼层,124.88,平层,板塔结合,东南 南,毛坯,无
3014,135,11082,鼓楼区,和信香榭丽花园,3室1厅1厨2卫,低楼层,121.83,平层,板塔结合,南,其他,有
3018,16,4916,鼓楼区,苹果新天地,1室1厅0厨1卫,高楼层,32.55,复式,板塔结合,北,简装,有
3019,110,11225,鼓楼区,和信香榭丽花园,3室2厅1厨1卫,低楼层,98,平层,板塔结合,南 北,其他,有
3020,39,4745,鼓楼区,汉城小区,2室1厅1厨1卫,中楼层,82.2,平层,板楼,南 北,其他,无
3021,116,12003,鼓楼区,怡美家园二期,2室1厅1厨1卫,中楼层,96.65,平层,板塔结合,南,精装,有
3022,38.2,5976,鼓楼区,鱼先生的社区,2室1厅1厨1卫,中楼层,63.93,平层,板楼,南,毛坯,有
3023,60,7028,鼓楼区,滨河花园(鼓楼区),2室2厅1厨1卫,中楼层,85.38,平层,板塔结合,南,简装,无
3024,112,10850,鼓楼区,锦绣山水北区,3室2厅1厨1卫,高楼层,103.23,平层,板塔结合,南,毛坯,无
3025,100,11373,鼓楼区,万科城,3室2厅1厨1卫,中楼层,87.93,平层,板塔结合,南 北,精装,有
3028,126,10602,鼓楼区,万科悦庭,3室2厅1厨2卫,低楼层,118.85,平层,板塔结合,南,精装,有
3030,148,9827,鼓楼区,天悦华景,4室2厅1厨2卫,高楼层,150.61,复式,板塔结合,南 北,毛坯,无
3039,92.6,10630,鼓楼区,万科悦庭,3室2厅1厨1卫,中楼层,87.12,平层,板塔结合,南 北,精装,有
3041,152,11598,鼓楼区,万科城,4室2厅1厨2卫,低楼层,131.06,平层,板塔结合,南,精装,有
3043,140,11274,鼓楼区,华商清水湾西区,3室2厅1厨2卫,中楼层,124.19,平层,板塔结合,南 北,精装,有
3055,170,12807,鼓楼区,九龙湖水景花苑,3室2厅1厨1卫,高楼层,132.75,平层,板塔结合,南,简装,有
3057,216,12435,鼓楼区,和园爱家,2室1厅1厨1卫,高楼层,173.71,复式,板楼,南,简装,有
3059,288,19329,鼓楼区,民主小区,3室2厅1厨1卫,低楼层,149,平层,板塔结合,南,精装,有
3060,165,19529,鼓楼区,华润绿地凯旋门,2室1厅1厨1卫,中楼层,84.49,平层,板楼,南 北,毛坯,有
3063,71,5357,鼓楼区,城市花园南区,3室2厅1厨2卫,高楼层,132.56,复式,板楼,南,精装,无
3064,485,19689,鼓楼区,苏宁尊悦府邸,5室2厅1厨2卫,中楼层,246.34,平层,板塔结合,南,毛坯,有
3065,81,14026,鼓楼区,镇河小区,2室1厅1厨1卫,高楼层,57.75,平层,板楼,南 北,简装,无
3067,239,18897,鼓楼区,慧谷阳光花园,3室2厅1厨1卫,中楼层,126.48,平层,板塔结合,北 南,精装,有
3068,290,21254,鼓楼区,华润绿地凯旋门,4室2厅1厨2卫,中楼层,136.45,平层,板楼,南,毛坯,有
3069,128,14754,鼓楼区,状元楼,2室1厅1厨1卫,低楼层,86.76,平层,板塔结合,南,精装,有
3072,132,13843,鼓楼区,风尚自由城,3室1厅1厨1卫,低楼层,95.36,平层,板塔结合,南,简装,有
